edge_timestamp,server_timestamp,car_id,latitude,longitude,hdop,satellites,adc,gps_age,gps_valid,horn,inside_geofence,zone,event_type,distance_to_zone,packet_count,message,raw_packet
164227,2026-07-16T02:01:23.261315,CAR_001,22.32333047,73.13619097,4.65,5,0,62,True,True,False,Testing Zone,NORMAL,44.95,1,Vehicle outside silence zone.,"{""timestamp"":164227,""car_id"":""CAR_001"",""lat"":22.32333047,""lon"":73.13619097,""horn"":true,""hdop"":4.65,""satellites"":5,""adc"":0,""gps_age"":62,""gps_valid"":true}"
165227,2026-07-16T02:01:23.502387,CAR_001,22.3233305,73.13617537,3.29,4,0,66,True,True,False,Testing Zone,NORMAL,44.61,2,Vehicle outside silence zone.,"{""timestamp"":165227,""car_id"":""CAR_001"",""lat"":22.3233305,""lon"":73.13617537,""horn"":true,""hdop"":3.29,""satellites"":4,""adc"":0,""gps_age"":66,""gps_valid"":true}"
166228,2026-07-16T02:01:23.911029,CAR_001,22.32332937,73.13616803,4.65,5,0,58,True,True,False,Testing Zone,NORMAL,44.58,3,Vehicle outside silence zone.,"{""timestamp"":166228,""car_id"":""CAR_001"",""lat"":22.32332937,""lon"":73.13616803,""horn"":true,""hdop"":4.65,""satellites"":5,""adc"":0,""gps_age"":58,""gps_valid"":true}"
167229,2026-07-16T02:01:24.849198,CAR_001,22.3233292,73.13616667,4.65,5,0,64,True,True,False,Testing Zone,NORMAL,44.57,4,Vehicle outside silence zone.,"{""timestamp"":167229,""car_id"":""CAR_001"",""lat"":22.3233292,""lon"":73.13616667,""horn"":true,""hdop"":4.65,""satellites"":5,""adc"":0,""gps_age"":64,""gps_valid"":true}"
168230,2026-07-16T02:01:25.961071,CAR_001,22.32332923,73.13617003,4.66,5,0,67,True,True,False,Testing Zone,NORMAL,44.64,5,Vehicle outside silence zone.,"{""timestamp"":168230,""car_id"":""CAR_001"",""lat"":22.32332923,""lon"":73.13617003,""horn"":true,""hdop"":4.66,""satellites"":5,""adc"":0,""gps_age"":67,""gps_valid"":true}"
169231,2026-07-16T02:01:26.850867,CAR_001,22.32332703,73.13618047,4.66,5,0,67,True,True,False,Testing Zone,NORMAL,45.1,6,Vehicle outside silence zone.,"{""timestamp"":169231,""car_id"":""CAR_001"",""lat"":22.32332703,""lon"":73.13618047,""horn"":true,""hdop"":4.66,""satellites"":5,""adc"":0,""gps_age"":67,""gps_valid"":true}"
190583,2026-07-16T02:01:48.280848,CAR_001,22.32333223,73.13651687,4.78,5,0,2427,True,True,False,Testing Zone,NORMAL,58.71,7,Vehicle outside silence zone.,"{""timestamp"":190583,""car_id"":""CAR_001"",""lat"":22.32333223,""lon"":73.13651687,""horn"":true,""hdop"":4.78,""satellites"":5,""adc"":0,""gps_age"":2427,""gps_valid"":true}"
191583,2026-07-16T02:01:49.202604,CAR_001,22.3233237,73.1364749,4.72,5,0,427,True,True,False,Testing Zone,NORMAL,56.78,8,Vehicle outside silence zone.,"{""timestamp"":191583,""car_id"":""CAR_001"",""lat"":22.3233237,""lon"":73.1364749,""horn"":true,""hdop"":4.72,""satellites"":5,""adc"":0,""gps_age"":427,""gps_valid"":true}"
192584,2026-07-16T02:01:50.226440,CAR_001,22.32331787,73.1364471,4.72,5,0,440,True,True,False,Testing Zone,NORMAL,55.67,9,Vehicle outside silence zone.,"{""timestamp"":192584,""car_id"":""CAR_001"",""lat"":22.32331787,""lon"":73.1364471,""horn"":true,""hdop"":4.72,""satellites"":5,""adc"":0,""gps_age"":440,""gps_valid"":true}"
221309,2026-07-16T02:02:19.101769,CAR_001,22.32332317,73.13641923,4.77,5,0,692,True,True,False,Testing Zone,NORMAL,53.64,10,Vehicle outside silence zone.,"{""timestamp"":221309,""car_id"":""CAR_001"",""lat"":22.32332317,""lon"":73.13641923,""horn"":true,""hdop"":4.77,""satellites"":5,""adc"":0,""gps_age"":692,""gps_valid"":true}"
222309,2026-07-16T02:02:20.024103,CAR_001,22.32332173,73.13640133,4.8,5,0,151,True,True,False,Testing Zone,NORMAL,52.84,11,Vehicle outside silence zone.,"{""timestamp"":222309,""car_id"":""CAR_001"",""lat"":22.32332173,""lon"":73.13640133,""horn"":true,""hdop"":4.8,""satellites"":5,""adc"":0,""gps_age"":151,""gps_valid"":true}"
223310,2026-07-16T02:02:20.925299,CAR_001,22.3233197,73.1363845,4.8,5,0,153,True,True,False,Testing Zone,NORMAL,52.21,12,Vehicle outside silence zone.,"{""timestamp"":223310,""car_id"":""CAR_001"",""lat"":22.3233197,""lon"":73.1363845,""horn"":true,""hdop"":4.8,""satellites"":5,""adc"":0,""gps_age"":153,""gps_valid"":true}"
224311,2026-07-16T02:02:21.971223,CAR_001,22.32331763,73.13636557,4.8,5,0,155,True,True,False,Testing Zone,NORMAL,51.54,13,Vehicle outside silence zone.,"{""timestamp"":224311,""car_id"":""CAR_001"",""lat"":22.32331763,""lon"":73.13636557,""horn"":true,""hdop"":4.8,""satellites"":5,""adc"":0,""gps_age"":155,""gps_valid"":true}"
225312,2026-07-16T02:02:22.993426,CAR_001,22.32331617,73.1363477,4.8,5,0,156,True,True,False,Testing Zone,NORMAL,50.92,14,Vehicle outside silence zone.,"{""timestamp"":225312,""car_id"":""CAR_001"",""lat"":22.32331617,""lon"":73.1363477,""horn"":true,""hdop"":4.8,""satellites"":5,""adc"":0,""gps_age"":156,""gps_valid"":true}"
226313,2026-07-16T02:02:24.017160,CAR_001,22.32331513,73.13632997,4.81,5,0,157,True,True,False,Testing Zone,NORMAL,50.32,15,Vehicle outside silence zone.,"{""timestamp"":226313,""car_id"":""CAR_001"",""lat"":22.32331513,""lon"":73.13632997,""horn"":true,""hdop"":4.81,""satellites"":5,""adc"":0,""gps_age"":157,""gps_valid"":true}"
227314,2026-07-16T02:02:25.041667,CAR_001,22.32331603,73.13632297,4.81,5,0,158,True,True,False,Testing Zone,NORMAL,49.96,16,Vehicle outside silence zone.,"{""timestamp"":227314,""car_id"":""CAR_001"",""lat"":22.32331603,""lon"":73.13632297,""horn"":true,""hdop"":4.81,""satellites"":5,""adc"":0,""gps_age"":158,""gps_valid"":true}"
228315,2026-07-16T02:02:25.963417,CAR_001,22.323317,73.13631207,4.81,5,0,158,True,True,False,Testing Zone,NORMAL,49.47,17,Vehicle outside silence zone.,"{""timestamp"":228315,""car_id"":""CAR_001"",""lat"":22.323317,""lon"":73.13631207,""horn"":true,""hdop"":4.81,""satellites"":5,""adc"":0,""gps_age"":158,""gps_valid"":true}"
229316,2026-07-16T02:02:27.088909,CAR_001,22.32331927,73.13631033,4.81,5,0,160,True,True,False,Testing Zone,NORMAL,49.17,18,Vehicle outside silence zone.,"{""timestamp"":229316,""car_id"":""CAR_001"",""lat"":22.32331927,""lon"":73.13631033,""horn"":true,""hdop"":4.81,""satellites"":5,""adc"":0,""gps_age"":160,""gps_valid"":true}"
230317,2026-07-16T02:02:28.114691,CAR_001,22.32332083,73.13631467,4.82,5,0,160,True,True,False,Testing Zone,NORMAL,49.16,19,Vehicle outside silence zone.,"{""timestamp"":230317,""car_id"":""CAR_001"",""lat"":22.32332083,""lon"":73.13631467,""horn"":true,""hdop"":4.82,""satellites"":5,""adc"":0,""gps_age"":160,""gps_valid"":true}"
231318,2026-07-16T02:02:29.148203,CAR_001,22.32332153,73.13632597,4.82,5,0,162,True,True,False,Testing Zone,NORMAL,49.5,20,Vehicle outside silence zone.,"{""timestamp"":231318,""car_id"":""CAR_001"",""lat"":22.32332153,""lon"":73.13632597,""horn"":true,""hdop"":4.82,""satellites"":5,""adc"":0,""gps_age"":162,""gps_valid"":true}"
232319,2026-07-16T02:02:29.956048,CAR_001,22.32332083,73.1363465,4.82,5,0,162,True,True,False,Testing Zone,NORMAL,50.39,21,Vehicle outside silence zone.,"{""timestamp"":232319,""car_id"":""CAR_001"",""lat"":22.32332083,""lon"":73.1363465,""horn"":true,""hdop"":4.82,""satellites"":5,""adc"":0,""gps_age"":162,""gps_valid"":true}"
233320,2026-07-16T02:02:30.980022,CAR_001,22.32332083,73.13637723,4.82,5,0,164,True,True,False,Testing Zone,NORMAL,51.76,22,Vehicle outside silence zone.,"{""timestamp"":233320,""car_id"":""CAR_001"",""lat"":22.32332083,""lon"":73.13637723,""horn"":true,""hdop"":4.82,""satellites"":5,""adc"":0,""gps_age"":164,""gps_valid"":true}"
234321,2026-07-16T02:02:31.935894,CAR_001,22.3233196,73.1364056,4.83,5,0,156,True,True,False,Testing Zone,NORMAL,53.27,23,Vehicle outside silence zone.,"{""timestamp"":234321,""car_id"":""CAR_001"",""lat"":22.3233196,""lon"":73.1364056,""horn"":true,""hdop"":4.83,""satellites"":5,""adc"":0,""gps_age"":156,""gps_valid"":true}"
235322,2026-07-16T02:02:33.028429,CAR_001,22.3233178,73.13643413,4.83,5,0,164,True,True,False,Testing Zone,NORMAL,54.96,24,Vehicle outside silence zone.,"{""timestamp"":235322,""car_id"":""CAR_001"",""lat"":22.3233178,""lon"":73.13643413,""horn"":true,""hdop"":4.83,""satellites"":5,""adc"":0,""gps_age"":164,""gps_valid"":true}"
236323,2026-07-16T02:02:33.936288,CAR_001,22.32331623,73.1364571,4.83,5,0,167,True,True,False,Testing Zone,NORMAL,56.4,25,Vehicle outside silence zone.,"{""timestamp"":236323,""car_id"":""CAR_001"",""lat"":22.32331623,""lon"":73.1364571,""horn"":true,""hdop"":4.83,""satellites"":5,""adc"":0,""gps_age"":167,""gps_valid"":true}"
237324,2026-07-16T02:02:34.945809,CAR_001,22.32331603,73.13647333,4.83,5,0,180,True,True,False,Testing Zone,NORMAL,57.38,26,Vehicle outside silence zone.,"{""timestamp"":237324,""car_id"":""CAR_001"",""lat"":22.32331603,""lon"":73.13647333,""horn"":true,""hdop"":4.83,""satellites"":5,""adc"":0,""gps_age"":180,""gps_valid"":true}"
238325,2026-07-16T02:02:36.100565,CAR_001,22.3233155,73.13647673,4.84,5,0,168,True,True,False,Testing Zone,NORMAL,57.63,27,Vehicle outside silence zone.,"{""timestamp"":238325,""car_id"":""CAR_001"",""lat"":22.3233155,""lon"":73.13647673,""horn"":true,""hdop"":4.84,""satellites"":5,""adc"":0,""gps_age"":168,""gps_valid"":true}"
239326,2026-07-16T02:02:37.021379,CAR_001,22.3233149,73.1364758,4.84,5,0,169,True,True,False,Testing Zone,NORMAL,57.63,28,Vehicle outside silence zone.,"{""timestamp"":239326,""car_id"":""CAR_001"",""lat"":22.3233149,""lon"":73.1364758,""horn"":true,""hdop"":4.84,""satellites"":5,""adc"":0,""gps_age"":169,""gps_valid"":true}"
240327,2026-07-16T02:02:37.942737,CAR_001,22.32331447,73.13646437,4.84,5,0,170,True,True,False,Testing Zone,NORMAL,56.99,29,Vehicle outside silence zone.,"{""timestamp"":240327,""car_id"":""CAR_001"",""lat"":22.32331447,""lon"":73.13646437,""horn"":true,""hdop"":4.84,""satellites"":5,""adc"":0,""gps_age"":170,""gps_valid"":true}"
241328,2026-07-16T02:02:38.967538,CAR_001,22.32331477,73.13644877,4.84,5,0,170,True,True,False,Testing Zone,NORMAL,56.06,30,Vehicle outside silence zone.,"{""timestamp"":241328,""car_id"":""CAR_001"",""lat"":22.32331477,""lon"":73.13644877,""horn"":true,""hdop"":4.84,""satellites"":5,""adc"":0,""gps_age"":170,""gps_valid"":true}"
242329,2026-07-16T02:02:39.991076,CAR_001,22.3233148,73.1364348,4.85,5,0,172,True,True,False,Testing Zone,NORMAL,55.27,31,Vehicle outside silence zone.,"{""timestamp"":242329,""car_id"":""CAR_001"",""lat"":22.3233148,""lon"":73.1364348,""horn"":true,""hdop"":4.85,""satellites"":5,""adc"":0,""gps_age"":172,""gps_valid"":true}"
243330,2026-07-16T02:02:43.268809,CAR_001,22.3233146,73.13642673,4.85,5,0,173,True,True,False,Testing Zone,NORMAL,54.85,32,Vehicle outside silence zone.,"{""timestamp"":243330,""car_id"":""CAR_001"",""lat"":22.3233146,""lon"":73.13642673,""horn"":true,""hdop"":4.85,""satellites"":5,""adc"":0,""gps_age"":173,""gps_valid"":true}"
244331,2026-07-16T02:02:49.269487,CAR_001,22.323316,73.13642343,4.85,5,0,172,True,True,False,Testing Zone,NORMAL,54.54,33,Vehicle outside silence zone.,"{""timestamp"":244331,""car_id"":""CAR_001"",""lat"":22.323316,""lon"":73.13642343,""horn"":true,""hdop"":4.85,""satellites"":5,""adc"":0,""gps_age"":172,""gps_valid"":true}"
245332,2026-07-16T02:02:49.269826,CAR_001,22.323318,73.13642417,4.86,5,0,174,True,True,False,Testing Zone,NORMAL,54.39,34,Vehicle outside silence zone.,"{""timestamp"":245332,""car_id"":""CAR_001"",""lat"":22.323318,""lon"":73.13642417,""horn"":true,""hdop"":4.86,""satellites"":5,""adc"":0,""gps_age"":174,""gps_valid"":true}"
246333,2026-07-16T02:02:49.417190,CAR_001,22.32331983,73.13642893,4.86,5,0,175,True,True,False,Testing Zone,NORMAL,54.48,35,Vehicle outside silence zone.,"{""timestamp"":246333,""car_id"":""CAR_001"",""lat"":22.32331983,""lon"":73.13642893,""horn"":true,""hdop"":4.86,""satellites"":5,""adc"":0,""gps_age"":175,""gps_valid"":true}"
247334,2026-07-16T02:02:49.417437,CAR_001,22.32332217,73.13643317,4.86,5,0,174,True,True,False,Testing Zone,NORMAL,54.49,36,Vehicle outside silence zone.,"{""timestamp"":247334,""car_id"":""CAR_001"",""lat"":22.32332217,""lon"":73.13643317,""horn"":true,""hdop"":4.86,""satellites"":5,""adc"":0,""gps_age"":174,""gps_valid"":true}"
248335,2026-07-16T02:02:49.417566,CAR_001,22.32332607,73.13643477,4.86,5,0,177,True,True,False,Testing Zone,NORMAL,54.22,37,Vehicle outside silence zone.,"{""timestamp"":248335,""car_id"":""CAR_001"",""lat"":22.32332607,""lon"":73.13643477,""horn"":true,""hdop"":4.86,""satellites"":5,""adc"":0,""gps_age"":177,""gps_valid"":true}"
249336,2026-07-16T02:02:49.417691,CAR_001,22.3233294,73.1364304,4.87,5,0,179,True,True,False,Testing Zone,NORMAL,53.66,38,Vehicle outside silence zone.,"{""timestamp"":249336,""car_id"":""CAR_001"",""lat"":22.3233294,""lon"":73.1364304,""horn"":true,""hdop"":4.87,""satellites"":5,""adc"":0,""gps_age"":179,""gps_valid"":true}"
250337,2026-07-16T02:02:49.417789,CAR_001,22.3233321,73.13642693,4.87,5,0,181,True,True,False,Testing Zone,NORMAL,53.22,39,Vehicle outside silence zone.,"{""timestamp"":250337,""car_id"":""CAR_001"",""lat"":22.3233321,""lon"":73.13642693,""horn"":true,""hdop"":4.87,""satellites"":5,""adc"":0,""gps_age"":181,""gps_valid"":true}"
251338,2026-07-16T02:02:49.417881,CAR_001,22.32333367,73.13642123,4.87,5,0,181,True,True,False,Testing Zone,NORMAL,52.75,40,Vehicle outside silence zone.,"{""timestamp"":251338,""car_id"":""CAR_001"",""lat"":22.32333367,""lon"":73.13642123,""horn"":true,""hdop"":4.87,""satellites"":5,""adc"":0,""gps_age"":181,""gps_valid"":true}"
252339,2026-07-16T02:02:50.011404,CAR_001,22.3233352,73.13641563,4.87,5,0,182,True,True,False,Testing Zone,NORMAL,52.31,41,Vehicle outside silence zone.,"{""timestamp"":252339,""car_id"":""CAR_001"",""lat"":22.3233352,""lon"":73.13641563,""horn"":true,""hdop"":4.87,""satellites"":5,""adc"":0,""gps_age"":182,""gps_valid"":true}"
253340,2026-07-16T02:02:51.050431,CAR_001,22.32333557,73.1364109,4.88,5,0,184,True,True,False,Testing Zone,NORMAL,52.02,42,Vehicle outside silence zone.,"{""timestamp"":253340,""car_id"":""CAR_001"",""lat"":22.32333557,""lon"":73.1364109,""horn"":true,""hdop"":4.88,""satellites"":5,""adc"":0,""gps_age"":184,""gps_valid"":true}"
254341,2026-07-16T02:02:53.928520,CAR_001,22.32333623,73.13640577,4.88,5,0,184,True,True,False,Testing Zone,NORMAL,51.68,43,Vehicle outside silence zone.,"{""timestamp"":254341,""car_id"":""CAR_001"",""lat"":22.32333623,""lon"":73.13640577,""horn"":true,""hdop"":4.88,""satellites"":5,""adc"":0,""gps_age"":184,""gps_valid"":true}"
255342,2026-07-16T02:02:54.224136,CAR_001,22.3233362,73.13640017,4.88,5,0,185,True,True,False,Testing Zone,NORMAL,51.39,44,Vehicle outside silence zone.,"{""timestamp"":255342,""car_id"":""CAR_001"",""lat"":22.3233362,""lon"":73.13640017,""horn"":true,""hdop"":4.88,""satellites"":5,""adc"":0,""gps_age"":185,""gps_valid"":true}"
256343,2026-07-16T02:02:54.224479,CAR_001,22.32333623,73.1364006,4.88,5,0,186,True,True,False,Testing Zone,NORMAL,51.41,45,Vehicle outside silence zone.,"{""timestamp"":256343,""car_id"":""CAR_001"",""lat"":22.32333623,""lon"":73.1364006,""horn"":true,""hdop"":4.88,""satellites"":5,""adc"":0,""gps_age"":186,""gps_valid"":true}"
257344,2026-07-16T02:02:57.403863,CAR_001,22.32333573,73.13640043,4.89,5,0,198,True,True,False,Testing Zone,NORMAL,51.45,46,Vehicle outside silence zone.,"{""timestamp"":257344,""car_id"":""CAR_001"",""lat"":22.32333573,""lon"":73.13640043,""horn"":true,""hdop"":4.89,""satellites"":5,""adc"":0,""gps_age"":198,""gps_valid"":true}"
258345,2026-07-16T02:02:57.705579,CAR_001,22.32333503,73.13640103,4.89,5,0,187,True,True,False,Testing Zone,NORMAL,51.55,47,Vehicle outside silence zone.,"{""timestamp"":258345,""car_id"":""CAR_001"",""lat"":22.32333503,""lon"":73.13640103,""horn"":true,""hdop"":4.89,""satellites"":5,""adc"":0,""gps_age"":187,""gps_valid"":true}"
259346,2026-07-16T02:02:57.706082,CAR_001,22.32333353,73.13640167,4.89,5,0,186,True,True,False,Testing Zone,NORMAL,51.72,48,Vehicle outside silence zone.,"{""timestamp"":259346,""car_id"":""CAR_001"",""lat"":22.32333353,""lon"":73.13640167,""horn"":true,""hdop"":4.89,""satellites"":5,""adc"":0,""gps_age"":186,""gps_valid"":true}"
260347,2026-07-16T02:02:58.013114,CAR_001,22.323331,73.13639497,4.9,5,0,188,True,True,False,Testing Zone,NORMAL,51.62,49,Vehicle outside silence zone.,"{""timestamp"":260347,""car_id"":""CAR_001"",""lat"":22.323331,""lon"":73.13639497,""horn"":true,""hdop"":4.9,""satellites"":5,""adc"":0,""gps_age"":188,""gps_valid"":true}"
261348,2026-07-16T02:02:59.037421,CAR_001,22.32332887,73.13638307,4.9,5,0,190,True,True,False,Testing Zone,NORMAL,51.24,50,Vehicle outside silence zone.,"{""timestamp"":261348,""car_id"":""CAR_001"",""lat"":22.32332887,""lon"":73.13638307,""horn"":true,""hdop"":4.9,""satellites"":5,""adc"":0,""gps_age"":190,""gps_valid"":true}"
262349,2026-07-16T02:03:00.060588,CAR_001,22.32332743,73.13636853,4.9,5,0,189,True,True,False,Testing Zone,NORMAL,50.7,51,Vehicle outside silence zone.,"{""timestamp"":262349,""car_id"":""CAR_001"",""lat"":22.32332743,""lon"":73.13636853,""horn"":true,""hdop"":4.9,""satellites"":5,""adc"":0,""gps_age"":189,""gps_valid"":true}"
263350,2026-07-16T02:03:02.022733,CAR_001,22.32332677,73.13635433,4.9,5,0,192,True,True,False,Testing Zone,NORMAL,50.13,52,Vehicle outside silence zone.,"{""timestamp"":263350,""car_id"":""CAR_001"",""lat"":22.32332677,""lon"":73.13635433,""horn"":true,""hdop"":4.9,""satellites"":5,""adc"":0,""gps_age"":192,""gps_valid"":true}"
264351,2026-07-16T02:03:02.119757,CAR_001,22.3233267,73.13634667,4.91,5,0,206,True,True,False,Testing Zone,NORMAL,49.81,53,Vehicle outside silence zone.,"{""timestamp"":264351,""car_id"":""CAR_001"",""lat"":22.3233267,""lon"":73.13634667,""horn"":true,""hdop"":4.91,""satellites"":5,""adc"":0,""gps_age"":206,""gps_valid"":true}"
265352,2026-07-16T02:03:03.132710,CAR_001,22.32332887,73.13634917,4.91,5,0,194,True,True,False,Testing Zone,NORMAL,49.69,54,Vehicle outside silence zone.,"{""timestamp"":265352,""car_id"":""CAR_001"",""lat"":22.32332887,""lon"":73.13634917,""horn"":true,""hdop"":4.91,""satellites"":5,""adc"":0,""gps_age"":194,""gps_valid"":true}"
266353,2026-07-16T02:03:04.156461,CAR_001,22.32333063,73.13635877,4.91,5,0,194,True,True,False,Testing Zone,NORMAL,49.94,55,Vehicle outside silence zone.,"{""timestamp"":266353,""car_id"":""CAR_001"",""lat"":22.32333063,""lon"":73.13635877,""horn"":true,""hdop"":4.91,""satellites"":5,""adc"":0,""gps_age"":194,""gps_valid"":true}"
267354,2026-07-16T02:03:05.078608,CAR_001,22.32333157,73.13636953,4.91,5,0,195,True,True,False,Testing Zone,NORMAL,50.33,56,Vehicle outside silence zone.,"{""timestamp"":267354,""car_id"":""CAR_001"",""lat"":22.32333157,""lon"":73.13636953,""horn"":true,""hdop"":4.91,""satellites"":5,""adc"":0,""gps_age"":195,""gps_valid"":true}"
268355,2026-07-16T02:03:06.000212,CAR_001,22.32333137,73.13638043,4.92,5,0,193,True,True,False,Testing Zone,NORMAL,50.87,57,Vehicle outside silence zone.,"{""timestamp"":268355,""car_id"":""CAR_001"",""lat"":22.32333137,""lon"":73.13638043,""horn"":true,""hdop"":4.92,""satellites"":5,""adc"":0,""gps_age"":193,""gps_valid"":true}"
269356,2026-07-16T02:03:07.023753,CAR_001,22.32332983,73.1363881,4.92,5,0,199,True,True,False,Testing Zone,NORMAL,51.39,58,Vehicle outside silence zone.,"{""timestamp"":269356,""car_id"":""CAR_001"",""lat"":22.32332983,""lon"":73.1363881,""horn"":true,""hdop"":4.92,""satellites"":5,""adc"":0,""gps_age"":199,""gps_valid"":true}"
270357,2026-07-16T02:03:08.971563,CAR_001,22.32332833,73.13639807,4.92,5,0,197,True,True,False,Testing Zone,NORMAL,52.04,59,Vehicle outside silence zone.,"{""timestamp"":270357,""car_id"":""CAR_001"",""lat"":22.32332833,""lon"":73.13639807,""horn"":true,""hdop"":4.92,""satellites"":5,""adc"":0,""gps_age"":197,""gps_valid"":true}"
271358,2026-07-16T02:03:09.173855,CAR_001,22.32332733,73.13640463,4.92,5,0,196,True,True,False,Testing Zone,NORMAL,52.47,60,Vehicle outside silence zone.,"{""timestamp"":271358,""car_id"":""CAR_001"",""lat"":22.32332733,""lon"":73.13640463,""horn"":true,""hdop"":4.92,""satellites"":5,""adc"":0,""gps_age"":196,""gps_valid"":true}"
272359,2026-07-16T02:03:10.004248,CAR_001,22.32332617,73.13641427,4.93,5,0,200,True,True,False,Testing Zone,NORMAL,53.09,61,Vehicle outside silence zone.,"{""timestamp"":272359,""car_id"":""CAR_001"",""lat"":22.32332617,""lon"":73.13641427,""horn"":true,""hdop"":4.93,""satellites"":5,""adc"":0,""gps_age"":200,""gps_valid"":true}"
273360,2026-07-16T02:03:11.119286,CAR_001,22.32332473,73.1364154,4.93,5,0,203,True,True,False,Testing Zone,NORMAL,53.29,62,Vehicle outside silence zone.,"{""timestamp"":273360,""car_id"":""CAR_001"",""lat"":22.32332473,""lon"":73.1364154,""horn"":true,""hdop"":4.93,""satellites"":5,""adc"":0,""gps_age"":203,""gps_valid"":true}"
274361,2026-07-16T02:03:14.269325,CAR_001,22.32332437,73.136418,4.93,5,0,203,True,True,False,Testing Zone,NORMAL,53.46,63,Vehicle outside silence zone.,"{""timestamp"":274361,""car_id"":""CAR_001"",""lat"":22.32332437,""lon"":73.136418,""horn"":true,""hdop"":4.93,""satellites"":5,""adc"":0,""gps_age"":203,""gps_valid"":true}"
275362,2026-07-16T02:03:14.402136,CAR_001,22.3233241,73.13641597,4.94,5,0,205,True,True,False,Testing Zone,NORMAL,53.38,64,Vehicle outside silence zone.,"{""timestamp"":275362,""car_id"":""CAR_001"",""lat"":22.3233241,""lon"":73.13641597,""horn"":true,""hdop"":4.94,""satellites"":5,""adc"":0,""gps_age"":205,""gps_valid"":true}"
276363,2026-07-16T02:03:14.402266,CAR_001,22.3233242,73.13641423,4.94,5,0,206,True,True,False,Testing Zone,NORMAL,53.27,65,Vehicle outside silence zone.,"{""timestamp"":276363,""car_id"":""CAR_001"",""lat"":22.3233242,""lon"":73.13641423,""horn"":true,""hdop"":4.94,""satellites"":5,""adc"":0,""gps_age"":206,""gps_valid"":true}"
277364,2026-07-16T02:03:15.011269,CAR_001,22.32332273,73.13639983,4.94,5,0,207,True,True,False,Testing Zone,NORMAL,52.67,66,Vehicle outside silence zone.,"{""timestamp"":277364,""car_id"":""CAR_001"",""lat"":22.32332273,""lon"":73.13639983,""horn"":true,""hdop"":4.94,""satellites"":5,""adc"":0,""gps_age"":207,""gps_valid"":true}"
278365,2026-07-16T02:03:15.983657,CAR_001,22.3233201,73.13639203,4.94,5,0,209,True,True,False,Testing Zone,NORMAL,52.54,67,Vehicle outside silence zone.,"{""timestamp"":278365,""car_id"":""CAR_001"",""lat"":22.3233201,""lon"":73.13639203,""horn"":true,""hdop"":4.94,""satellites"":5,""adc"":0,""gps_age"":209,""gps_valid"":true}"
279366,2026-07-16T02:03:16.975885,CAR_001,22.32331563,73.1363777,4.95,5,0,209,True,True,False,Testing Zone,NORMAL,52.29,68,Vehicle outside silence zone.,"{""timestamp"":279366,""car_id"":""CAR_001"",""lat"":22.32331563,""lon"":73.1363777,""horn"":true,""hdop"":4.95,""satellites"":5,""adc"":0,""gps_age"":209,""gps_valid"":true}"
280367,2026-07-16T02:03:18.019990,CAR_001,22.32331007,73.13635673,4.95,5,0,209,True,True,False,Testing Zone,NORMAL,51.92,69,Vehicle outside silence zone.,"{""timestamp"":280367,""car_id"":""CAR_001"",""lat"":22.32331007,""lon"":73.13635673,""horn"":true,""hdop"":4.95,""satellites"":5,""adc"":0,""gps_age"":209,""gps_valid"":true}"
281368,2026-07-16T02:03:19.005054,CAR_001,22.3233036,73.13632863,4.95,5,0,211,True,True,False,Testing Zone,NORMAL,51.46,70,Vehicle outside silence zone.,"{""timestamp"":281368,""car_id"":""CAR_001"",""lat"":22.3233036,""lon"":73.13632863,""horn"":true,""hdop"":4.95,""satellites"":5,""adc"":0,""gps_age"":211,""gps_valid"":true}"
282369,2026-07-16T02:03:19.981056,CAR_001,22.32329907,73.13630767,4.95,5,0,212,True,True,False,Testing Zone,NORMAL,51.2,71,Vehicle outside silence zone.,"{""timestamp"":282369,""car_id"":""CAR_001"",""lat"":22.32329907,""lon"":73.13630767,""horn"":true,""hdop"":4.95,""satellites"":5,""adc"":0,""gps_age"":212,""gps_valid"":true}"
283370,2026-07-16T02:03:20.980185,CAR_001,22.32329737,73.13629393,4.96,5,0,215,True,True,False,Testing Zone,NORMAL,50.94,72,Vehicle outside silence zone.,"{""timestamp"":283370,""car_id"":""CAR_001"",""lat"":22.32329737,""lon"":73.13629393,""horn"":true,""hdop"":4.96,""satellites"":5,""adc"":0,""gps_age"":215,""gps_valid"":true}"
284371,2026-07-16T02:03:21.984554,CAR_001,22.32329587,73.13628683,4.96,5,0,214,True,True,False,Testing Zone,NORMAL,50.89,73,Vehicle outside silence zone.,"{""timestamp"":284371,""car_id"":""CAR_001"",""lat"":22.32329587,""lon"":73.13628683,""horn"":true,""hdop"":4.96,""satellites"":5,""adc"":0,""gps_age"":214,""gps_valid"":true}"
285372,2026-07-16T02:03:23.002193,CAR_001,22.3232975,73.13629893,4.96,5,0,214,True,True,False,Testing Zone,NORMAL,51.08,74,Vehicle outside silence zone.,"{""timestamp"":285372,""car_id"":""CAR_001"",""lat"":22.3232975,""lon"":73.13629893,""horn"":true,""hdop"":4.96,""satellites"":5,""adc"":0,""gps_age"":214,""gps_valid"":true}"
